"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"974","2020-03-04","Wednesday","Exposure","2020-90861","16:37","4198 Nakoosa Trail (Walmart)","PIO Joel Despain",53714,43.1110204,-89.3127613
"975","2020-03-04","Wednesday","Non-Residential Burglary","2020-91371","23:28","8 Straubel Court (East Madison Community Center)","PIO Joel Despain",53704,43.118464,-89.3288587
"976","2020-03-03","Tuesday","Death Investigation","2020-88477","06:29","600 block Woodward Dr.","PIO Joel Despain",53704,43.1299939,-89.387961
"977","2020-03-03","Tuesday","Drug Investigation","2019-500705","08:50","2900 block Turbot Dr.","PIO Joel Despain",53713,43.0294699,-89.418236
"978","2020-03-03","Tuesday","Information","2020-089292","15:27","Ush 12 EB S. Gammon Road","Lt. Harrison Zanders",NA,43.0489742,-89.503249
"979","2020-03-02","Monday","Traffic Incident","2020-87840","16:34","1 John Nolen Dr.","PIO Joel Despain",53703,43.0712487,-89.3804684
"980","2020-03-02","Monday","Traffic Incident","2020-87840","16:34","1 John Nolen Dr.","PIO Joel Despain",53703,43.0712487,-89.3804684
"981","2020-03-02","Monday","Intoxicated/Impaired Driver","2020-87614","13:55","Ruskin St. (at Schlimgen Ave.)","PIO Joel Despain",53704,43.1162425,-89.3614718
"982","2020-03-02","Monday","Weapons Violation","2020-87899","17:19","201 W. Mifflin St. (Madison Public Library)","PIO Joel Despain",53703,43.073349,-89.3874442
"983","2020-03-02","Monday","Robbery","2020-0088190","21:48","610 Junction Rd (Gloria's Mexican Restaurant)","Lt. Kipp Hartman",53717,43.0732541,-89.5266501
"984","2020-03-01","Sunday","Non-Residential Burglary","2020-860454","12:21","8 Straubel Court (East Madison Community Center)","PIO Joel Despain",53704,43.118464,-89.3288587
"985","2020-03-01","Sunday","Theft","2020-85689","02:00","328 W. Gorham St. (Danny's Pub)","PIO Joel Despain",53703,43.0743649,-89.3925601
"986","2020-02-29","Saturday","Theft","2020-84615","12:26","2118 W. Beltline Highway (Northern Tool and Equipment)","PIO Joel Despain",53713,43.0369707,-89.4143581
"987","2020-02-29","Saturday","Robbery","2020-84228","02:30","College Court","PIO Joel Despain",53715,43.0682413,-89.4024865
"988","2020-02-29","Saturday","Weapons Violation","2020-85425","23:02","Seminole Highway (at the West Beltline Highway)","PIO Joel Despain",NA,43.0316651,-89.4451357
"989","2020-02-28","Friday","Disturbance","2020-83688","18:58","501 State St. (Stop and Shop)","PIO Joel Despain",53703,43.0747245,-89.3938207
"990","2020-02-28","Friday","Theft","2020-83829","20:49","East Towne Mall","PIO Joel Despain",53704,43.124897,-89.3052868
"991","2020-02-27","Thursday","Drug Investigation","2020-11282","08:00","High Crossing Blvd.","PIO Joel Despain",NA,43.1379478,-89.290215
"992","2020-02-27","Thursday","Non-Residential Burglary","2020-082455","22:09","90 West Towne Mall","Sgt. Kurt Wege",53719,43.0563128,-89.5095178
"993","2020-02-27","Thursday","Robbery","2020-81366","08:39","West Towne Mall (T-Mobile)","PIO Joel Despain",53719,43.0573878,-89.5059068
"994","2020-02-27","Thursday","Robbery","2020-81366","08:39","West Towne Mall (T-Mobile)","PIO Joel Despain",53719,43.0573878,-89.5059068
"995","2020-02-26","Wednesday","Theft","2020-80676","16:38","7202 Watts Rd. (Walmart)","PIO Joel Despain",53719,43.052136,-89.5093048
"996","2020-02-26","Wednesday","Robbery","2020-80963","21:00","1300 block S. Park St.","PIO Joel Despain",53715,43.0525819,-89.3962632
"997","2020-02-26","Wednesday","Weapons Violation","2020-079661","12:31","5900 Jackson Quarry Ln","Lt. Kipp Hartman",53718,43.0975727,-89.2805919
"998","2020-02-25","Tuesday","Injured Person","2020-79633","23:30","Martin Luther King Jr. Blvd. (at E. Doty St.)","PIO Joel Despain",53703,43.0731927,-89.3821939
"999","2020-02-24","Monday","Suspicious Person","2020-77260","09:30","1500 block Woodvale Dr.","PIO Joel Despain",53716,43.0770032,-89.2958206
"1000","2020-02-24","Monday","Disturbance","2020-78043","20:26","22 S. Carroll St. (Best Western Premier Park Hotel)","PIO Joel Despain",53703,43.0728093,-89.3848016
"1001","2020-02-24","Monday","Traffic Incident","2020-76980","07:35","1800 block Beld St.","PIO Joel Despain",53713,43.0479773,-89.3933476
"1002","2020-02-24","Monday","Non-Residential Burglary","2020-76949","07:02","2001 Bartillon Dr. (Madison East DMV)","PIO Joel Despain",53704,43.1256722,-89.3218792
"1003","2020-02-23","Sunday","Robbery","2020-75947","01:30","1300 block Regent St.","PIO Joel Despain",53715,43.06774,-89.4073633
"1004","2020-02-23","Sunday","Robbery","2020-75555","02:15","1200 block Regent St.","PIO Joel Despain",53715,43.067722,-89.4057121
"1005","2020-02-23","Sunday","Battery","2020-75577","02:40","300 block N. Frances St.","PIO Joel Despain",53703,43.0720178,-89.395871
"1006","2020-02-22","Saturday","Theft","2020-75409","11:00","Meredithe Ave.","PIO Joel Despain",53716,43.0821341,-89.3012885
"1007","2020-02-22","Saturday","Residential Burglary","2020-0074086","00:42","500 Block of W Dayton St","Lt. Kipp Hartman",53703,43.0716122,-89.3926688
"1008","2020-02-21","Friday","Robbery","2020-73605","18:08","2103 Zeier Rd. (Check n' Go)","PIO Joel Despain",53704,43.1263645,-89.3003358
"1009","2020-02-20","Thursday","Robbery","2020-71813","12:20","Linda Vista Rd.","PIO Joel Despain",53716,43.0640054,-89.3138494
"1010","2020-02-20","Thursday","Intoxicated/Impaired Driver","2020-71482","10:08","S. Stoughton Rd. (at Pflaum Rd.)","PIO Joel Despain",NA,43.0732379,-89.3105106
"1011","2020-02-20","Thursday","Intoxicated/Impaired Driver","2020-71482","10:08","S. Stoughton Rd. (at Pflaum Rd.)","PIO Joel Despain",NA,43.0732379,-89.3105106
"1012","2020-02-19","Wednesday","Information","2020-070618","17:04","1834 Commercial Ave (Hartmeyer Ice Arena Parking Lot)","Lt. Harrison Zanders",53704,43.1073559,-89.3604817
"1013","2020-02-19","Wednesday","Non-Residential Burglary","2020-69583","12:50","1101 North Sherman Ave. (Capitol Petro)","PIO Joel Despain",53704,43.1118184,-89.3632612
"1014","2020-02-18","Tuesday","Intoxicated/Impaired Driver","2020-68982","15:47","Williamson St. (at S. Baldwin St.)","PIO Joel Despain",53703,43.0813438,-89.3671071
"1015","2020-02-18","Tuesday","Weapons Violation","2020-069384","20:27","500 Block of Acewood Blvd","Lt. Harrison Zanders",53714,43.0905592,-89.3024855
"1016","2020-02-18","Tuesday","Weapons Violation","2020-68471","09:59","500 block Pflaum Rd.","PIO Joel Despain",53716,43.062963,-89.3214697
"1017","2020-02-17","Monday","Theft","2020-67266","15:12","1600 block Seminole Highway","PIO Joel Despain",53711,43.036085,-89.4436277
"1018","2020-02-16","Sunday","Battery","2020-65287","00:15","600 block University Ave.","PIO Joel Despain",53715,43.0732702,-89.3958826
"1019","2020-02-16","Sunday","Weapons Violation","2020-65422","04:54","3817 Milwaukee St. (Woodman's)","PIO Joel Despain",53714,43.0968075,-89.3189585
"1020","2020-02-16","Sunday","Intoxicated/Impaired Driver","2020-65991","16:59","Odana Lane (at Odana Rd.)","PIO Joel Despain",53711,43.050526,-89.4720286
"1021","2020-02-16","Sunday","Arrested Person","2020-65468","07:33","2901 Dryden Dr (McDonalds)","Sgt. Jason Sweeney",53704,43.1284458,-89.3588154
"1022","2020-02-15","Saturday","Residential Burglary","2020-64376","03:00","Fahrenbrook Court","PIO Joel Despain",53715,43.0687413,-89.4014971
"1023","2020-02-15","Saturday","Intoxicated/Impaired Driver","2020-63885","00:30","500 block Northport Dr.","PIO Joel Despain",53704,43.1406073,-89.3899165
"1024","2020-02-14","Friday","Intoxicated/Impaired Driver","2020-63675","21:01","Cottage Grove Rd. (at S. Stoughton Rd.)","PIO Joel Despain",NA,43.0844945,-89.2874681
"1025","2020-02-13","Thursday","Intoxicated/Impaired Driver","2020-61808","16:57","Eastwood Dr. (at Division St.)","PIO Joel Despain",53704,43.0911477,-89.3536037
"1026","2020-02-13","Thursday","Intoxicated/Impaired Driver","2020-61808","16:57","Eastwood Dr. (at Division St.)","PIO Joel Despain",53704,43.0911477,-89.3536037
"1027","2020-02-12","Wednesday","Check Person","2020-060387","20:07","Seminole Hwy Overpass","Lt. Harrison Zanders",NA,43.0316651,-89.4451357
"1028","2020-02-12","Wednesday","Miscellaneous Sex Offense","2020-11037","09:28","300 block S. Blount St.","PIO Joel Despain",53703,43.0776585,-89.3741742
"1029","2020-02-12","Wednesday","Non-Residential Burglary","2020-59138","02:37","2002 Winnebago St. (Stop-N-Go)","PIO Joel Despain",53704,43.0928021,-89.3551988
"1030","2020-02-12","Wednesday","Robbery","2020-59180","05:35","1907 S. Park St. (PLS Check Cashing parking lot)","PIO Joel Despain",53713,43.0451899,-89.3935155
"1031","2020-02-10","Monday","Traffic Incident","2020-57079","16:45","6300 block Piping Rock Rd.","PIO Joel Despain",53711,43.0420394,-89.4885253
"1032","2020-02-10","Monday","Traffic Incident","2020-56755","12:51","E. Lakeside St. (at John Nolen Dr.)","PIO Joel Despain",53715,43.0559834,-89.3813559
"1033","2020-02-09","Sunday","Fraud","2020-56656","10:00","Independence Lane","PIO Joel Despain",53704,43.1309577,-89.3086151
"1034","2020-02-08","Saturday","Murder/Homicide","2020-00054320","15:46","100 block of N. Blair St.","Sgt. Blake Hoefs",53703,43.0794001,-89.3801942
"1035","2020-02-07","Friday","Drug Investigation","2020-52630","12:41","E. Dayton St. (at North St.)","PIO Joel Despain",NA,43.0896173,-89.3670879
"1036","2020-02-07","Friday","Theft","2020-52427","08:00","3401 Maple Grove Dr.","PIO Joel Despain",53719,43.0112906,-89.4970662
"1037","2020-02-07","Friday","Arrested Person","2020-53520","23:05","900 block Regent St.","PIO Joel Despain",53715,43.0676684,-89.4010595
"1038","2020-02-06","Thursday","Residential Burglary","2020-51637","18:55","400 block W. Dayton St.","PIO Joel Despain",53703,43.072852,-89.3908834
"1039","2020-02-04","Tuesday","Traffic Incident","2020-47737","09:00","44 E. Mifflin St. (UW Credit Union)","PIO Joel Despain",53703,43.0763715,-89.3845056
"1040","2020-02-03","Monday","Intoxicated/Impaired Driver","2020-46219","08:25","100 block S. Segoe Rd.","PIO Joel Despain",53705,43.0672958,-89.4546279
"1041","2020-02-03","Monday","Theft","2020-041196","11:47","5702 Raymond Rd. (Walgreens)","PIO Joel Despain",53711,43.0324947,-89.4775406
"1042","2020-02-03","Monday","Damaged Property","2020-46038","06:14","944 Williamson St. (Heartland Credit Union)","PIO Joel Despain",53703,43.0806823,-89.3685159
"1043","2020-02-02","Sunday","Weapons Violation","2020-44822","02:00","802 Atlas Ave. (Club Voodoo)","PIO Joel Despain",53714,43.0852826,-89.3095436
"1044","2020-02-01","Saturday","Weapons Violation","2020-44356","18:33","432 W. Gorham St. (The James)","PIO Joel Despain",53703,43.0735344,-89.3938796
"1045","2020-01-31","Friday","Arrested Person","2020-43374","23:01","300 block North Lake St.","PIO Joel Despain",53715,43.0720456,-89.3974684
"1046","2020-01-31","Friday","Suspicious Person","2020-42089","07:11","1700 block Northport Dr.","PIO Joel Despain",53704,43.1308231,-89.3631841
"1047","2020-01-31","Friday","Traffic Incident","2020-41869","00:17","E. Johnson St. (at N. First St.)","PIO Joel Despain",NA,43.0908039,-89.3671599
"1048","2020-01-30","Thursday","Residential Burglary","2020-41397","17:15","Saybrook Rd.","PIO Joel Despain",53711,43.0433177,-89.4791069
"1049","2020-01-30","Thursday","Weapons Violation","2020-41774","22:30","S. Gammon Rd. (at Mineral Point Rd.)","PIO Joel Despain",NA,43.0489742,-89.503249
"1050","2020-01-30","Thursday","Robbery","2020-41196","14:36","5702 Raymond Rd. (Walgreens)","PIO Joel Despain",53711,43.0324947,-89.4775406
"1051","2020-01-30","Thursday","Battery","2020-41792","22:54","2100 block Aberg Ave.","PIO Joel Despain",53704,43.1144189,-89.3562199
"1052","2020-01-29","Wednesday","Attempted Homicide","2020-39114","06:55","2700 block Dahle St","PIO Joel Despain",53704,43.1084234,-89.3474366
"1053","2020-01-29","Wednesday","Theft","2020-39304","09:45","West Towne Mall","PIO Joel Despain",53719,43.0573878,-89.5059068
"1054","2020-01-28","Tuesday","Robbery","2020-0038953","01:00","1625 N Stoughton Rd (Kwik Trip)","Lt. Kipp Hartman",53704,43.120749,-89.3243631
"1055","2020-01-28","Tuesday","Robbery","2020-0038953","01:00","1625 N Stoughton Rd (Kwik Trip)","Lt. Kipp Hartman",53704,43.120749,-89.3243631
"1056","2020-01-27","Monday","Robbery","2020-37325","20:30","3401 Milwaukee St. (Citgo)","PIO Joel Despain",53714,43.0992758,-89.3322194
"1057","2020-01-27","Monday","Disturbance","2020-37445","22:00","Emerald St.","PIO Joel Despain",53715,43.0609513,-89.4040236
"1058","2020-01-26","Sunday","Weapons Violation","2020-35002","00:14","328 W. Gorham St. (Danny's Pub)","PIO Joel Despain",53703,43.0743649,-89.3925601
"1059","2020-01-26","Sunday","Robbery","2020-35140","03:05","6402 Millpond Rd. (Reverend Jim's Roadhouse)","PIO Joel Despain",53718,43.0446678,-89.2682238
"1060","2020-01-25","Saturday","Robbery","2020-034257","12:07","1423 Northport Dr (Citgo Gas Station)","Lt. Harrison Zanders",53704,43.1339758,-89.3717018
"1061","2020-01-25","Saturday","Theft","2020-34815","20:58","Deerwood Drive","PIO Joel Despain",53716,43.075494,-89.3033283
"1062","2020-01-25","Saturday","Theft","2020-34647","18:24","Odana Rd. (at S. Midvale Blvd.)","PIO Joel Despain",NA,43.0500738,-89.4705018
"1063","2020-01-25","Saturday","Robbery","2020-034075","09:25","2801 N. Sherman Avenue (Northside Liquor)","P.O. Howard Payne",53704,43.127669,-89.362244
"1064","2020-01-25","Saturday","Weapons Violation","2020-00033830","03:08","2900 block of Traceway Drive","Sgt. Paul Jacobsen",53713,43.0298981,-89.4193915
"1065","2020-01-24","Friday","Theft","2020-32969","15:55","500 block W. Mifflin St.","PIO Joel Despain",53703,43.0709329,-89.3918188
"1066","2020-01-24","Friday","Battery","2020-32132","02:23","400 block N. Frances St.","PIO Joel Despain",53715,43.0732337,-89.3958465
"1067","2020-01-23","Thursday","Drug Investigation","2019-354181","06:23","3300 block Leopold Way","PIO Joel Despain",53713,43.0262502,-89.4236692
"1068","2020-01-23","Thursday","Weapons Violation","2020-30915","09:21","201 S. Gammon Rd. (Memorial High School)","PIO Joel Despain",53705,43.063699,-89.5016456
"1069","2020-01-22","Wednesday","Drug Investigation","2019-508637","08:30","2500 block Calypso Rd.","PIO Joel Despain",53704,43.125212,-89.3662525
"1070","2020-01-22","Wednesday","Suspicious Person","2020-29073","01:45","University Ave. (at Hawthorne Ct.)","PIO Joel Despain",NA,43.0800682,-89.4725036
"1071","2020-01-22","Wednesday","Robbery","2020-00030403","21:30","400 block E Johnson St","Sgt. Benjamin Schwarz",53703,43.0795735,-89.3831737
"1072","2020-01-22","Wednesday","Robbery","2020-00030444","22:30","200 block S Bedford St","Sgt. Benjamin Schwarz",53703,43.0673208,-89.3904642
"1073","2020-01-22","Wednesday","Robbery","2020-00030444","22:30","200 block S Bedford St","Sgt. Benjamin Schwarz",53703,43.0673208,-89.3904642
"1074","2020-01-22","Wednesday","Weapons Violation","2020-29186","06:58","3000 block Cimarron Trail","PIO Joel Despain",53719,43.0193178,-89.5103884
"1075","2020-01-22","Wednesday","Theft","2020-30039","16:21","301 Cottage Grove Rd. (VFW Post 7591)","PIO Joel Despain",53716,43.0832232,-89.3214941
"1076","2020-01-21","Tuesday","Robbery","2020-28952","23:04","636 W. Washington Ave. (Kelley's Market)","PIO Joel Despain",53703,43.0684203,-89.393645
"1077","2020-01-21","Tuesday","Arrested Person","2020-27717","08:07","Morrow Court","PIO Joel Despain",53704,43.1418898,-89.3902171
"1078","2020-01-21","Tuesday","Weapons Violation","2020-27849","09:55","30 Ash Street (West High School)","PIO Joel Despain",53726,43.0687461,-89.4266091
"1079","2020-01-20","Monday","Weapons Violation","2020-26494","09:35","Buckeye Road","PIO Joel Despain",53716,43.0756518,-89.318355
"1080","2020-01-19","Sunday","Theft","2020-26086","20:40","8080 Watts Rd. (Princeton Club)","PIO Joel Despain",53719,43.0550592,-89.5192377
"1081","2020-01-19","Sunday","Intoxicated/Impaired Driver","2020-25128","00:23","East Washington Ave. (at Highway 30)","PIO Joel Despain",NA,43.1096584,-89.3353739
"1082","2020-01-18","Saturday","Murder/Homicide","2020-0024505","14:32","1900 block of McKenna Blvd","Sgt. Blake Hoefs",53711,43.0321882,-89.4970144
"1083","2020-01-18","Saturday","Robbery","2020-24927","14:00","1900 block Post Rd.","PIO Joel Despain",53713,43.0268165,-89.4136651
"1084","2020-01-18","Saturday","Suspicious Vehicle","2020-24577","15:39","Birch Hill Drive","PIO Joel Despain",53711,43.03281,-89.4876092
"1085","2020-01-17","Friday","Theft","2020-22025","02:12","7810 Mineral Point Rd. (Walgreens)","PIO Joel Despain",53717,43.0613181,-89.5180123
"1086","2020-01-16","Thursday","Intoxicated/Impaired Driver","2020-21740","20:33","200 block Swanton Rd.","PIO Joel Despain",53714,43.1023082,-89.3019563
"1087","2020-01-16","Thursday","Battery","2020-21534","17:48","3000 block E. Washington Ave.","PIO Joel Despain",53704,43.1038908,-89.342796
"1088","2020-01-16","Thursday","Arrested Person","2020-20860","10:00","1602 W. Beltline Highway (Super 8)","PIO Joel Despain",53713,43.0358056,-89.4091069
"1089","2020-01-15","Wednesday","Battery","2020-19767","14:00","101 S. Gammon Rd. (Jefferson Middle School)","PIO Joel Despain",53705,43.0656742,-89.5012726
"1090","2020-01-13","Monday","Weapons Violation","2020-16302","07:02","N. Hamilton St. (at E. Johnson St.)","PIO Joel Despain",53703,43.0779783,-89.3840858
"1091","2020-01-12","Sunday","Missing Juvenile","2020-29278","11:00","1200 block McKenna Blvd.","PIO Joel Despain",53719,43.0410724,-89.5049701
"1092","2020-01-12","Sunday","Missing Juvenile","2020-29278","11:00","1200 block McKenna Blvd.","PIO Joel Despain",53719,43.0410724,-89.5049701
"1093","2020-01-11","Saturday","Residential Burglary","2020-14066","07:56","3500 block Manchester Rd.","PIO Joel Despain",53719,43.0107637,-89.4925193
"1094","2020-01-11","Saturday","Battery","2020-14655","17:27","2900 block Traceway Dr.","PIO Joel Despain",53713,43.0298981,-89.4193915
"1095","2020-01-09","Thursday","Miscellaneous Sex Offense","2020-11472","12:00","102 West Corporate Dr. (East Transfer Point)","PIO Joel Despain",53714,43.0986302,-89.3222691
"1096","2020-01-09","Thursday","Theft","2020-10957","05:15","900 block Williamson St.","PIO Joel Despain",53703,43.079572,-89.3696348
"1097","2020-01-08","Wednesday","Robbery","2020-10426","17:22","E. Johnson St. (at N. Third St.)","PIO Joel Despain",NA,43.0908039,-89.3671599
"1098","2020-01-07","Tuesday","Robbery","2020-00009293","21:48","2216 University Ave (BP Gas Station)","Lt. Kipp Hartman",53726,43.0726376,-89.4248215
"1099","2020-01-07","Tuesday","Traffic Incident","2020-8969","16:40","Odana Rd. (at S. Midvale Blvd.)","PIO Joel Despain",NA,43.0500738,-89.4705018
"1100","2020-01-07","Tuesday","Robbery","2020-8951","16:28","East Towne Mall","PIO Joel Despain",53704,43.124897,-89.3052868
"1101","2020-01-07","Tuesday","Disturbance","2020-8105","02:45","3019 W. Washington Ave. (Mobil gas station)","PIO Joel Despain",53703,43.0713284,-89.3880049
"1102","2020-01-06","Monday","Theft","2020-7893","21:44","5702 Raymond Rd. (Walgreens)","PIO Joel Despain",53711,43.0324947,-89.4775406
"1103","2020-01-06","Monday","Traffic incident/Road Rage","2020-007283","13:36","201 S. Gammon Rd. (Memorial High School)","Sgt. Patricia Drury",53705,43.063699,-89.5016456
"1104","2020-01-06","Monday","Weapons Violation","2020-7061","10:50","1101 Woodward Drive (Warner Park Beach)","PIO Joel Despain",53704,43.1282743,-89.3793059
"1105","2020-01-06","Monday","Non-Residential Burglary","2020-6737","07:06","809 S. Gammon Rd. (Clothes Encounter)","PIO Joel Despain",53719,43.047516,-89.502601
"1106","2020-01-06","Monday","Non-Residential Burglary","2020-6737","07:06","809 S. Gammon Rd. (Clothes Encounter)","PIO Joel Despain",53719,43.047516,-89.502601
"1107","2020-01-05","Sunday","Robbery","2020-5830","12:14","West Towne Mall","PIO Joel Despain",53719,43.0573878,-89.5059068
"1108","2020-01-05","Sunday","Traffic Incident","2020-5966","14:16","Raymond Rd.","PIO Joel Despain",NA,43.0317269,-89.4959904
"1109","2020-01-05","Sunday","Weapons Violation","2020-6462","22:01","202 S. Park St. (UnityPoint Health - Meriter)","PIO Joel Despain",53715,43.0660369,-89.4019315
"1110","2020-01-04","Saturday","Traffic Incident","2020-004314","06:50","W/B Hwy 12 between Mineral Point Road and Old Sauk Road","David Jugovich",NA,43.0392951,-89.3827067
"1111","2020-01-04","Saturday","Information","2020-00004650","13:10","2801 Dryden Dr","Lt. Harrison Zanders",53704,43.127541,-89.3595559
"1112","2020-01-03","Friday","Weapons Violation","2020-3354","02:23","East Washington Ave. (at Wright St.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"1113","2020-01-01","Wednesday","Information","2020-0000000","12:00","Greater Madison Area","PIO Lorie Anderson",53718,43.0568309,-89.2902894
"1114","2020-01-01","Wednesday","Weapons Violation","2020-1190","23:40","100 block N Blair Street","PIO Lorie Anderson",53703,43.0794001,-89.3801942
"1115","2019-12-29","Sunday","Intoxicated/Impaired Driver","2019-532757","12:39","N Sherman","PIO Julie Laundrie",53704,43.135206,-89.363337
"1116","2019-12-28","Saturday","Weapons Violation","2019-531776","15:26","1100 Moorland Road (7 Oaks Apartments)","Sgt. Eugene Woehrle",53713,43.0337008,-89.3667818
"1117","2019-12-28","Saturday","Robbery","2019-531692","13:45","4217 W. Beltline Hwy (Rockys Liquors)","Sgt. Eugene Woehrle",53711,43.0342197,-89.4448719
"1118","2019-12-28","Saturday","Weapons Violation","2019-531584","11:38","43 East Towne Mall (East Towne Mall parking lot)","Lt. John Radovan",53704,43.1239498,-89.3065682
"1119","2019-12-27","Friday","Robbery","2019-00531070","22:00","7500 block Westward Way","Sgt. Benjamin Schwarz",53717,43.061336,-89.5126875
"1120","2019-12-26","Thursday","Weapons Violation","2019-00529425","18:45","4300 block of Nakoosa Trail","PIO Kimberly Alan",53714,43.1101735,-89.309938
"1121","2019-12-25","Wednesday","Murder/Homicide","2019-00527275","16:16","900 Block S Midvale Blvd","Lt. Kipp Hartman",53711,43.0454446,-89.4512619
"1122","2019-12-25","Wednesday","Murder/Homicide","2019-00527275","16:16","900 Block S Midvale Blvd","Lt. Kipp Hartman",53711,43.0454446,-89.4512619
"1123","2019-12-24","Tuesday","Attempted Homicide","2019-00527589","22:04","4501 Verona Rd (BP Gas Station)","Lt. Kipp Hartman",53711,43.0353711,-89.4531456
"1124","2019-12-23","Monday","Robbery","2019-525423","07:45","4200 block of Eash Washington Ave (BP gas station)","PIO Julie Laundrie",53704,43.1264121,-89.3117481
"1125","2019-12-23","Monday","Residential Burglary","2019-525244","01:30","Paso Roble Way","PIO Julie Laundrie",53716,43.0713271,-89.2872671
"1126","2019-12-22","Sunday","Robbery","2019-525006","20:48","4687 Verona Rd. (McDonald's)","Sgt. Kurt Wege",53711,43.0372437,-89.454591
"1127","2019-12-21","Saturday","Non-Residential Burglary","2019-00522689","01:13","1205 Williamson St (Steves Tattoo)","Lt. Kipp Hartman",53703,43.0832916,-89.3639436
"1128","2019-12-19","Thursday","Drug Investigation","2019-501834","10:30","3600 block Kipling Dr.","PIO Joel Despain",53704,43.1328864,-89.3566392
"1129","2019-12-19","Thursday","Weapons Violation","2019-00520910","23:15","700 block of S. Park St.","Sgt. Stuart Moeser",53715,43.059354,-89.4009778
"1130","2019-12-18","Wednesday","Arrested Person","2019-285409","14:00","211 South Carroll St. (MPD Central District)","PIO Joel Despain",53703,43.0723971,-89.3825501
"1131","2019-12-18","Wednesday","Fight (In Progress)","2019-518607","11:53","6000 block Raymond Rd.","PIO Joel Despain",53711,43.0319934,-89.4845612
"1132","2019-12-18","Wednesday","Injured Person","2019-518119","01:30","Old Camden Square","PIO Joel Despain",53718,43.1330858,-89.2868051
"1133","2019-12-17","Tuesday","Weapons Violation","2019-516703","02:55","400 block W. Mifflin St.","PIO Joel Despain",53703,43.0722031,-89.3900178
"1134","2019-12-17","Tuesday","Robbery","2019-517895","21:15","7100 block Flower Lane","PIO Joel Despain",53717,43.0670206,-89.5055601
"1135","2019-12-17","Tuesday","Intoxicated/Impaired Driver","2019-516601","23:39","West Beltline Highway (near Agriculture Drive)","PIO Joel Despain",NA,43.0428229,-89.4657145
"1136","2019-12-17","Tuesday","Intoxicated/Impaired Driver","2019-516601","23:39","West Beltline Highway (near Agriculture Drive)","PIO Joel Despain",NA,43.0428229,-89.4657145
"1137","2019-12-17","Tuesday","Residential Burglary","2019-00516690","02:06","5300 Comanche Way","Lt. Kipp Hartman",53704,43.1525921,-89.3734995
"1138","2019-12-16","Monday","Battery","2019-516611","23:30","2000 block Winnebago St.","PIO Joel Despain",53704,43.0924307,-89.3548557
"1139","2019-12-16","Monday","Battery","2019-516611","23:30","2000 block Winnebago St.","PIO Joel Despain",53704,43.0924307,-89.3548557
"1140","2019-12-16","Monday","Suspicious Person","2019-515326","04:05","Acewood Blvd.","PIO Joel Despain",NA,43.087005,-89.3030441
"1141","2019-12-15","Sunday","Theft","2019-483523","15:38","Vernon Ave.","PIO Joel Despain",NA,43.0858857,-89.3056481
"1142","2019-12-15","Sunday","Theft","2019-514058","01:05","328 W. Gorham St. (Danny's Pub)","PIO Joel Despain",53703,43.0743649,-89.3925601
"1143","2019-12-14","Saturday","Murder/Homicide","2019-513376","13:18","1000 block Spruce St","Sgt. Blake Hoefs",53715,43.0530813,-89.3990795
"1144","2019-12-14","Saturday","Traffic Incident","2019-501624","03:37","John Nolen Dr. (at North Shore Dr.)","PIO Joel Despain",NA,43.0573668,-89.3830971
"1145","2019-12-14","Saturday","Traffic Incident","2019-512942","04:30","East Towne Mall","PIO Joel Despain",53704,43.124897,-89.3052868
"1146","2019-12-14","Saturday","Robbery","2019-513257","11:40","West Towne Mall","PIO Joel Despain",53719,43.0573878,-89.5059068
"1147","2019-12-13","Friday","Miscellaneous Sex Offense","2019-483168","13:00","2300 block Cypress Way","PIO Joel Despain",53713,43.041836,-89.3971415
"1148","2019-12-13","Friday","Robbery","2019-512393","18:13","1300 block South St.","PIO Joel Despain",53715,43.0520302,-89.3984909
"1149","2019-12-13","Friday","Weapons Violation","2019-512505","19:39","6300 block Seven Pines Ave. (residential)","Sgt. Galen Wiering",53718,43.091085,-89.2693138
"1150","2019-12-12","Thursday","Residential Burglary","2019-511109","22:22","1900 La Sierra Way","Lt. Kipp Hartman",53716,43.0720667,-89.2888514
"1151","2019-12-11","Wednesday","Robbery","2019-508870","12:47","709 Struck St. (Dane County Credit Union)","PIO Joel Despain",53711,43.0495382,-89.4954628
"1152","2019-12-11","Wednesday","Battery","2019-508543","08:40","5602 Russett Rd. (Orchard Ridge Elementary School)","PIO Joel Despain",53711,43.0332626,-89.4747484
"1153","2019-12-11","Wednesday","Arrested Person","2019-508304","00:03","1400 block Regent St.","PIO Joel Despain",53711,43.0677617,-89.4090926
"1154","2019-12-11","Wednesday","Arrested Person","2019-508304","00:03","1400 block Regent St.","PIO Joel Despain",53711,43.0677617,-89.4090926
"1155","2019-12-10","Tuesday","Weapons Violation","2019-507579","13:30","2222 E. Washington Ave. (East High School)","PIO Joel Despain",53704,43.0974734,-89.3550011
"1156","2019-12-10","Tuesday","Weapons Violation","2019-508264","23:28","2300 block of Allied Drive, Madison, WI","Sgt. Nathan Becker",53711,43.0289256,-89.4597532
"1157","2019-12-10","Tuesday","Weapons Violation","2019-507994","18:26","1500 block of Troy Drive, Madison, WI","Sgt. Nathan Becker",53704,43.1332953,-89.3690964
